view_count,cart_additions,time_spent,price,discount,rating,past_purchases,avg_spent,purchased
8,1,295,3029,4,2.0395013080176074,32,4792,1
2,0,196,267,2,4.0141584232693255,17,1421,1
8,1,47,499,51,1.498631135181825,14,4201,1
4,2,123,2008,15,3.0970047423160962,44,4804,1
5,4,68,215,36,3.8539415819519847,19,2571,1
3,4,242,1507,14,1.3807496531587624,43,4880,1
3,3,126,3797,33,2.5478280916255605,4,4740,1
2,2,26,4848,7,4.583192552251196,47,4161,1
1,3,250,1652,55,4.034965381311919,29,195,1
1,4,147,4629,40,4.342186962175323,18,2383,1
6,4,243,1199,58,3.521969778536785,16,1127,1
5,3,138,2371,54,2.6547312277606765,37,1150,1
2,3,249,611,14,1.0817563294886186,23,2556,1
2,2,243,1304,64,3.684841805788377,27,1753,1
2,1,49,556,2,4.99279355020535,19,1240,0
3,0,80,1412,9,4.701529781813221,31,3944,0
5,2,288,2477,35,3.4651328362316085,2,1454,1
2,1,61,3526,1,3.6190486508225854,31,4796,0
5,0,74,2049,25,1.709978303356444,22,577,0
9,4,185,1345,66,1.3153527135433811,26,363,1
9,1,205,3890,66,3.7384348331462824,17,3548,1
6,3,176,3829,49,4.594827563252439,11,3573,1
3,4,114,1729,56,2.815554874327463,40,3366,1
3,0,147,825,46,4.795161944589054,17,587,1
5,4,101,1491,26,3.3684235576876618,7,1104,1
2,1,135,1542,16,4.485303080373488,7,770,1
9,4,277,1380,65,1.8696638225622317,38,1229,1
8,2,38,1376,36,4.46164278301932,20,1698,1
7,2,147,4908,63,4.410304247279365,31,643,1
1,1,136,2294,29,3.763583433228558,32,1535,1
6,1,95,4652,22,4.563559226050588,0,3884,0
5,3,111,2129,42,1.787802523960059,40,3978,1
7,1,210,3928,12,2.3428387978258414,44,1624,1
8,1,287,4486,40,1.9250935981946715,43,3864,1
8,1,182,1105,41,2.662776496989913,43,3150,1
1,3,171,4208,10,3.9406585850011178,14,2720,1
1,2,89,318,53,1.4890356277929424,32,391,1
8,0,258,4723,59,1.1593700669895108,31,399,1
7,3,154,3065,43,2.957029629148734,46,1388,1
6,4,170,2503,38,4.37482744502916,17,3336,1
3,3,85,4694,25,1.5888265844488032,17,4703,1
2,1,180,4292,46,4.970589471631905,48,1054,1
5,3,153,4774,67,2.526202966466034,19,1250,1
3,3,23,4505,62,4.214362422673647,16,3103,1
8,3,285,365,45,4.664607888314893,15,3016,1
2,1,161,4537,43,1.7772335275862843,46,1034,1
1,0,259,308,61,3.1824848786927626,34,4176,1
9,0,138,1893,45,4.036635757028204,32,638,1
7,0,41,3682,41,3.597310297037698,36,182,1
7,0,216,2332,50,3.289867145994523,33,1670,1
7,2,32,4053,68,1.9168512550775327,4,4381,1
1,2,251,3534,9,2.2531323149124867,15,3253,1
5,0,162,1332,3,3.655708401632563,29,1179,1
3,1,292,2976,58,4.515850569011851,20,583,1
7,0,253,2378,55,2.7571746587249613,9,2267,1
2,1,146,2088,13,3.8611151039300893,19,464,1
7,4,164,3983,34,3.087579440037001,14,3084,1
2,3,92,4694,17,1.6673362899342483,17,1182,1
1,4,284,4770,30,4.583968704334336,40,3260,1
5,3,144,3060,36,4.475053505028777,1,3304,1
9,0,147,3911,48,1.9625165487371876,46,1370,1
7,1,177,1216,13,1.3216948441241612,16,4027,1
1,4,163,3250,44,1.3563399914884755,30,1628,1
9,1,20,3463,19,1.9953209159404985,7,2738,0
3,4,61,2507,51,4.1998642745246775,37,1703,1
3,1,57,1692,25,2.023445147784969,8,2360,0
9,0,140,2456,29,4.177050065102788,33,1718,1
9,0,244,2570,66,2.473366258484975,41,4501,1
2,0,227,1943,49,1.32476005758963,47,4072,1
2,2,57,3227,15,2.3838390085617016,30,4788,1
9,0,261,1318,43,1.1438245352827754,43,2887,1
5,4,71,3008,40,1.3510360176282106,0,3583,1
4,4,231,1456,12,3.4517381429935496,29,1932,1
5,2,151,1125,59,4.181522170159889,9,3874,1
5,0,58,2088,58,3.875831175425142,35,4552,1
3,3,292,4719,46,3.5048201141554647,22,478,1
8,1,169,3271,31,3.398374242528437,12,437,1
7,0,216,1031,61,1.309159480648332,26,4202,1
7,1,65,4588,15,4.577437588793071,8,4513,0
1,4,177,4141,31,4.255689536215508,37,3346,1
1,0,128,2302,0,1.591462274778943,2,1869,1
9,2,12,1059,40,1.857416044138529,2,2490,1
6,4,156,188,67,1.081141552351887,0,1261,1
9,0,275,2283,58,3.161189517078812,33,4174,1
1,4,183,1227,36,1.4306448049593588,11,2270,1
5,1,89,4419,69,2.4470740655586978,2,173,1
7,3,75,4447,55,3.3575185409441,38,182,1
9,3,287,3458,41,4.4318536333474094,10,3977,1
6,3,17,2712,24,1.3319314809100238,1,1029,1
7,4,252,578,27,1.2143141962686586,17,1844,1
9,3,212,4759,63,2.0007847695681718,9,1716,1
8,2,88,954,47,4.557198180799099,9,2457,1
4,3,70,143,27,1.6737989428353641,27,1290,1
1,4,177,4851,27,2.230564034096989,47,2004,1
1,0,38,1900,47,2.6319204616173915,30,4140,1
4,2,40,1180,12,4.383244092888013,3,4004,1
2,4,55,1574,25,4.912326734501114,37,4191,1
2,1,47,1260,43,1.7295899520291118,43,4834,1
1,3,268,1041,16,3.279636355040065,42,1407,1
9,1,288,1630,63,1.9570361516582988,14,2291,1
1,1,129,284,24,2.121477906436335,48,1608,1
1,3,84,335,55,4.594778834709532,25,4822,1
5,2,148,1792,32,2.4933445881382537,27,1961,1
6,1,120,3707,59,2.7866338708272096,24,2737,1
6,2,37,992,15,4.2438671001427135,12,1964,1
5,0,293,4302,63,1.5549905040093974,39,3765,1
3,3,187,2700,20,3.619483306730951,18,3462,1
5,3,83,2906,38,1.5609455886094588,2,4221,1
9,2,182,4437,46,4.876676047151788,10,3960,1
8,0,229,3160,57,2.0536064304756008,41,4519,1
9,4,228,4961,46,1.701012392982693,35,2808,1
7,2,141,2469,64,4.4187641308812715,26,295,1
6,3,122,2834,3,3.9232627043826835,48,3804,1
6,2,190,4478,20,1.301004313076743,44,3692,1
1,4,104,599,38,4.1410088596267505,45,2858,1
5,0,237,1987,21,3.0780095953269107,30,3017,1
3,0,17,675,65,3.337213827935495,26,3437,1
9,2,63,3912,10,4.839726275478572,35,1766,1
9,1,163,2753,55,4.801648760171389,21,720,1
5,2,144,3608,49,2.5034344551550953,48,3942,1
6,3,267,4897,25,2.4870253349769493,15,4389,1
9,1,240,1644,23,2.0951898933061996,40,2307,1
6,1,228,722,56,1.1639277049791077,15,1382,1
4,1,283,2352,37,4.264730733410632,3,1640,1
2,4,19,251,12,1.5286824040694662,31,3486,1
2,3,243,2319,50,3.012157530113499,31,2425,1
4,2,115,896,27,1.2410321703796678,12,3550,1
7,1,158,2206,61,4.2046917715554954,44,465,1
6,2,204,1073,52,1.2043738761468443,23,3775,1
1,3,114,1181,63,1.6175731729203684,0,1347,1
3,1,54,254,40,4.873436551239735,46,1961,1
1,0,41,1866,18,4.475345253961903,2,2221,0
2,0,202,443,64,3.4458515601436313,34,828,1
4,0,155,947,6,1.456091375366046,40,3055,1
3,3,262,835,48,4.319587072392243,22,4519,1
4,2,182,4746,64,2.0720035011879876,42,1233,1
7,1,127,1534,48,4.10996198471638,45,2579,1
2,2,97,2855,10,2.518538636969122,30,1049,1
9,3,271,1370,23,2.3004822220659276,16,1946,1
2,3,89,158,13,1.1847449334640205,19,3002,1
3,0,151,4259,24,3.066596539136109,43,1055,1
6,2,205,4352,18,1.541697351935011,13,3483,1
2,4,53,2832,36,4.849972283993953,9,4477,1
7,0,279,3656,51,1.57458115832187,45,260,1
9,3,82,3418,51,1.116562760024657,28,2264,1
4,2,58,3823,55,4.616388503112187,13,2062,1
6,3,224,2156,28,1.6738035934336408,6,4963,1
1,3,255,3100,61,3.911217128462161,21,2159,1
8,2,263,3791,53,2.8486696111663536,34,2534,1
7,3,137,3565,41,4.491627609829294,28,833,1
2,2,251,720,65,4.4536867294578215,13,4602,1
5,2,18,4967,8,1.2978160464497273,49,2871,1
2,1,91,1701,1,1.9841747146582573,45,3996,0
8,1,29,4307,12,4.3422609782455766,34,3400,0
2,3,49,351,29,1.362747981406856,43,2842,1
7,4,161,4469,4,3.08517269463237,7,2340,1
5,0,42,3237,12,4.995911420629756,26,4467,0
8,3,235,957,27,3.8704193878935356,23,2544,1
3,3,137,1074,5,1.9755235358368344,17,2587,1
9,1,115,3745,19,3.2204467903232006,13,4316,0
9,0,16,957,15,2.0861386940883637,3,951,0
5,0,130,837,28,1.7527455399389575,46,4717,1
4,4,98,264,44,2.2251952192741333,5,1271,1
4,0,108,4280,69,2.743037443068721,45,1463,1
3,2,12,873,3,2.9306206725531854,5,1562,1
4,0,285,2666,18,4.785143676750662,6,3942,1
3,4,221,1826,56,2.42962310806809,27,3296,1
9,4,299,3248,32,4.274974122121586,31,2171,1
3,0,205,477,28,3.3698728277076544,38,1767,1
3,0,210,872,41,1.105702491838084,22,4141,1
1,3,35,4400,58,1.4352242256478092,24,3621,1
5,0,139,4555,64,3.838586245148787,15,3860,1
5,1,19,739,44,1.5026916270471582,0,4597,1
5,1,17,2103,68,4.827346421590711,9,3880,1
8,0,88,3220,10,4.162500152179412,16,3135,0
2,0,145,3698,10,1.1579324242147369,33,3002,1
7,0,245,3579,12,3.3813129131464588,28,1582,1
2,0,118,2100,47,2.471807617199307,37,1032,1
1,2,151,4617,14,2.0827411201153563,43,3692,1
1,1,207,493,30,2.886878070360206,47,1183,1
4,4,133,2200,3,2.2024298020578787,9,1736,1
2,1,176,4921,42,2.7659140621140024,29,2511,1
6,1,197,306,30,3.634193874123022,13,2579,1
1,1,260,1611,10,4.1491342248236,21,3515,1
1,0,30,1488,48,3.1401598622931437,7,349,1
7,2,111,3059,13,3.001007155891903,21,4286,1
8,4,209,493,48,4.778135887139985,47,3811,1
2,1,220,3956,9,1.0477639863325146,19,3123,1
3,1,48,4841,43,4.891314110205446,35,2568,1
5,4,249,926,14,2.3465376936088536,40,4244,1
5,2,191,2386,6,1.2213213420767532,23,3444,1
4,3,184,2084,64,2.4434179517926102,22,4458,1
7,1,155,3749,26,4.020314517930283,8,2634,1
8,4,138,147,58,2.5159066994038835,15,2252,1
1,1,206,506,58,2.430377209387717,15,2827,1
1,4,45,3519,36,1.9207085752443382,37,3577,1
8,1,299,3001,66,1.9430425228263521,18,293,1
4,4,199,2325,33,2.0805924833155425,0,4923,1
4,3,215,3870,18,3.5255701277247424,47,4369,1
7,3,57,460,56,1.0725968311258751,24,3273,1
2,0,27,4182,54,2.7137728738466462,49,3476,1
4,1,201,2631,6,2.9600879288934774,0,4877,1
7,4,255,3254,69,2.1105145080481664,16,2951,1
6,1,84,765,45,4.769415808049635,6,1428,1
9,1,279,4181,57,4.376300416172448,11,4719,1
9,1,209,1996,44,2.41425368304616,28,3441,1
6,1,228,1004,20,3.1521427646538878,16,4616,1
1,2,239,1287,31,1.5011173840981122,4,472,1
8,1,191,2698,12,3.6755227812068325,19,786,1
9,3,193,225,36,2.178526533991085,32,2657,1
4,1,107,146,58,4.3081315542186776,42,4402,1
5,0,43,2391,37,4.134275195103738,22,3753,1
4,4,285,3127,23,2.4909192067321433,38,4385,1
7,1,230,127,61,1.1011251364730499,31,166,1
3,3,208,525,1,3.9179908288028407,1,1314,1
6,4,282,1230,52,1.5513620589628827,29,4599,1
3,1,85,4174,49,1.0384805217486162,43,4995,1
9,2,278,3333,38,4.203916119939131,25,1560,1
9,2,156,1530,4,3.377030622658286,23,3552,1
5,0,223,2519,28,4.524822352570894,15,3970,1
8,0,219,2244,2,3.252271786376739,20,2497,1
9,2,164,1039,7,4.441936992608271,22,4520,1
5,3,21,1311,67,4.747871856026102,41,3892,1
1,3,166,3905,0,3.826372380561258,42,3016,1
2,3,68,4252,11,2.788634658208184,8,729,1
7,3,289,3370,27,3.094333779776354,30,4054,1
2,3,249,1853,41,4.4510041301827155,3,971,1
1,1,201,1808,45,3.1942163210313317,12,2124,1
3,4,172,2553,17,2.4619525427567592,46,4083,1
2,4,101,1580,44,3.132721121833948,35,530,1
8,4,248,3321,68,1.7158617757506343,9,3058,1
5,0,20,3140,42,1.3286285757316345,37,3120,1
4,3,232,634,44,3.7239294198899557,24,615,1
1,0,255,2477,11,1.5111797533252216,49,1193,1
9,4,236,4836,21,2.39581020860139,9,1495,1
3,3,261,1692,42,3.7141827605491917,32,4042,1
9,0,294,2451,27,4.062488897773058,26,815,1
1,3,186,4050,51,3.464889174311331,19,4734,1
9,1,58,4963,30,3.1243796458467528,8,4780,0
1,1,170,4105,38,1.8698427167090461,34,2714,1
6,0,147,2038,1,3.1704693148978196,6,4168,1
6,0,143,4820,27,1.852909787243556,36,2066,1
3,0,81,234,61,3.548250000098611,34,1415,1
2,0,239,4190,37,1.5594529368749366,49,4165,1
5,4,177,3236,0,2.960690948318268,26,699,1
3,4,45,3775,19,3.903006320676327,39,2917,1
8,0,190,1308,48,1.9796439869821572,7,3794,1
1,2,44,2749,23,3.6655299417411356,4,1872,1
5,0,88,4471,40,1.0048298318184887,37,2535,1
1,3,214,2790,40,3.1142533848501404,32,3348,1
2,4,151,3357,20,4.970771875145376,28,908,1
6,4,32,2413,15,2.683538209148866,19,1819,1
1,0,197,4607,67,3.2664565402354264,32,1524,1
2,0,259,1304,13,3.7696776089464534,20,3214,1
7,2,258,2574,13,3.240763081638423,25,3474,1
6,2,95,3463,59,3.022486072090246,40,2552,1
3,4,274,1444,39,4.360398132882197,46,534,1
9,3,295,3254,61,4.376959793893157,40,4629,1
4,0,161,3956,40,4.54776721326105,29,3364,1
4,1,226,2362,26,3.586426336744113,44,3691,1
5,0,155,1467,18,3.0899588537799287,6,298,1
9,3,121,1617,19,4.152490097802968,37,3195,1
2,4,206,3237,58,2.9635595190279163,20,4506,1
1,0,269,2802,59,3.646726039656215,38,830,1
6,4,141,4484,6,3.236258918268293,42,1992,1
6,1,204,2028,40,1.6401568336855417,22,4774,1
4,4,230,2716,35,1.9991014522251476,0,3727,1
2,3,146,725,40,3.15610071358495,4,2775,1
3,4,198,1938,0,4.642041104873128,41,4355,1
8,2,97,4729,38,1.2217594844938113,47,1570,1
2,1,13,1033,59,4.1038438080015585,8,1737,1
8,1,86,171,26,4.859618130906943,33,3468,0
7,0,129,2227,16,4.123996358767512,12,582,1
4,2,25,4899,28,2.7075625092554727,19,4823,1
1,0,134,4678,39,2.3741552325371975,28,2427,1
4,0,93,3666,39,3.8585803642585117,43,1453,1
8,2,105,1306,64,3.22543925839534,30,280,1
6,2,106,1515,15,4.086213937231719,23,2046,1
4,2,116,1689,12,2.7167215834672263,18,3192,1
8,4,185,264,25,3.7090155473914144,4,1700,1
5,1,164,459,41,3.8683930471955015,10,438,1
1,2,16,589,14,2.2432266971686827,23,1429,1
3,0,233,4738,57,1.1462249426783675,0,4256,1
9,0,107,2838,35,2.1126225780678625,41,4928,1
9,4,101,1831,1,2.1960481821804514,34,3958,1
8,3,34,125,56,3.4071294433749637,9,4493,1
3,3,257,317,16,3.149381854223046,36,3885,1
7,3,139,1624,45,1.3225911048727776,28,3317,1
9,3,39,1363,21,4.463009298020763,21,2090,1
9,4,171,940,19,4.967176106370594,42,1307,1
5,0,166,2288,66,2.0558277087527417,10,4883,1
2,1,79,1735,0,4.0590867740731085,14,1861,0
1,0,56,4495,61,2.018946582989592,38,1388,1
2,3,156,3369,7,4.14924338294561,47,2239,1
8,4,284,4392,21,4.841061098367014,26,2631,1
7,2,293,3882,24,2.552735010516286,37,4689,1
1,0,173,2614,17,2.064929949072387,22,4328,1
2,0,175,2106,2,1.2259094425028416,19,3320,1
4,3,124,4203,22,3.8629811156119827,44,202,1
8,3,292,445,15,4.6893091223403465,12,1126,1
2,2,171,2922,14,1.971896362081322,48,2244,1
3,4,24,1123,0,3.4563398821968296,39,2996,1
2,1,105,2526,69,3.8408396089276997,25,1800,1
4,4,17,3812,61,1.4399443281578703,18,4509,1
4,4,50,408,17,4.02596428556134,43,4782,1
7,2,204,4009,23,4.9639415202431945,42,1539,1
4,1,175,3471,28,4.452945995391405,33,4690,1
6,0,93,2705,16,4.731497990315521,19,3153,0
5,4,220,2826,63,1.739614692436771,21,2904,1
3,3,286,842,19,2.166825285179713,34,2419,1
3,0,59,443,3,1.5347666546425782,14,4115,0
4,2,276,1182,21,2.74781991788836,27,395,1
5,2,191,2517,36,2.847026875855884,12,3376,1
1,4,65,3382,30,1.424569365065083,13,966,1
6,1,117,3472,68,2.17131444868181,45,3787,1
2,2,256,299,65,2.428220142954941,17,2576,1
8,0,64,3875,43,3.0670427864740453,46,1374,1
8,0,189,4710,50,4.41765122947793,40,320,1
9,4,235,4405,68,1.1609520846731565,23,862,1
5,0,230,3495,4,2.711553683640099,47,3654,1
8,2,177,4973,29,4.688386273268417,1,4998,1
3,2,279,3660,69,4.717743293740311,26,2813,1
5,1,202,4508,54,4.859340239420295,27,1261,1
6,4,199,3528,47,2.827966994810832,44,3652,1
8,4,67,1261,14,3.9983558409881095,5,1732,1
8,1,256,1274,18,3.830198614607062,10,3758,1
9,0,198,122,26,2.039462678211193,43,527,1
7,4,241,4283,4,4.040816653713932,5,3570,1
2,0,26,627,55,4.520916084929866,47,463,1
9,2,95,3036,34,2.324831049994,31,1931,1
6,1,83,2324,49,4.941419331983749,47,315,1
6,1,249,793,55,2.1070561361037443,8,2383,1
1,0,34,4961,46,3.270159760709018,35,1430,1
3,2,33,1028,13,4.135413062844262,32,4799,1
3,0,64,2243,7,1.4161342654649092,33,2219,0
2,1,163,1319,58,4.667562125589769,4,3478,1
2,1,76,4898,59,3.0018444444446493,3,4792,1
8,1,231,948,61,1.6772747739154723,5,1000,1
8,3,22,3405,19,2.9783710596079254,42,1645,1
2,1,232,1494,16,4.311022869012275,0,1419,1
1,3,196,1329,5,1.6038027059106827,24,3361,1
5,4,121,3764,62,1.8898476965152011,44,284,1
9,2,42,2898,64,4.64247704520203,3,1976,1
4,2,37,3861,4,4.566085867405707,44,2393,1
1,3,247,2173,25,4.926694926423529,3,2372,1
9,4,203,3778,45,4.1063269445891475,42,248,1
7,0,132,2334,66,4.448013522196848,21,3351,1
1,1,74,2575,47,1.3169494768120362,32,2582,1
4,3,86,2448,41,3.654924762725707,39,4916,1
4,4,120,2176,42,4.486063343922561,42,4455,1
2,0,241,2841,54,1.80035032071042,29,832,1
9,1,100,3599,62,2.9316666535476004,43,3111,1
9,2,275,4702,69,2.8589549985607396,17,1352,1
4,2,231,3699,30,1.4398675562307042,15,3713,1
9,2,33,1354,41,2.967049265520494,22,445,1
8,0,75,4487,19,4.163007084412819,41,699,0
6,2,275,286,25,4.004477090017432,29,3276,1
1,4,239,1103,65,4.688351879911968,23,2932,1
7,4,261,4546,54,1.4017397890482521,40,130,1
6,2,166,4200,16,4.265210184898121,27,264,1
9,2,128,299,34,4.626425365249115,21,4246,1
7,3,43,4086,25,1.7731661087777515,15,717,1
9,1,144,3177,68,3.411023638608151,3,4677,1
1,2,148,3299,33,3.8405113373734263,45,4525,1
3,3,152,645,19,4.273441100584378,9,1048,1
3,4,230,1390,24,2.0037884542699755,47,4319,1
4,1,53,1538,28,2.3981296357189237,13,4014,0
9,1,202,1729,37,3.235629563973219,20,3780,1
4,4,233,2666,8,2.9667850254904664,36,1717,1
6,4,173,1924,63,4.660204152026495,20,273,1
9,1,269,718,58,2.0455795500134566,21,3184,1
1,0,250,696,57,2.266261350677865,41,3824,1
8,4,18,1982,4,4.841839068309438,1,4129,1
1,2,39,392,24,4.8324678528945935,22,4401,1
8,2,153,4539,65,4.429635525853159,22,4644,1
4,0,270,1393,68,3.4014803144170225,11,1753,1
7,2,146,3472,40,2.441600979849166,41,3881,1
1,3,109,3233,20,1.257071241421805,18,4100,1
5,4,214,3689,60,3.1022013521436165,1,3688,1
9,3,46,1827,62,3.544486942780827,15,4799,1
3,0,24,4150,52,3.2373297999157584,48,3875,1
5,4,43,1535,55,1.0764016365462723,14,1278,1
4,2,181,1895,19,3.516413366783149,42,3256,1
9,4,224,3971,55,4.2984602450555975,48,831,1
6,3,93,3011,26,1.6806482341160374,49,2071,1
7,2,31,3238,59,1.8732234662486467,21,1482,1
3,4,147,4092,52,2.603918757441277,15,1148,1
9,4,109,3506,52,4.0027891240381495,24,2124,1
3,4,245,2486,9,4.892160155410572,35,1176,1
9,4,42,139,18,4.733524876096746,19,4760,1
6,0,290,3968,49,1.0989413196923254,9,2781,1
1,4,61,3358,5,1.6552104974097133,11,1354,1
5,1,46,1254,52,1.725831992542394,43,4169,1
8,0,269,4801,31,4.423191755027324,38,2731,1
3,3,127,4090,21,2.8420744646635994,1,4444,1
7,1,174,4696,35,3.472700632063643,49,416,1
6,0,75,3098,46,1.7828491544309797,39,663,1
4,0,11,946,0,4.509663648488202,29,705,0
3,1,194,4572,62,3.5161156632181103,30,3189,1
5,2,200,3132,4,3.281316549976631,43,2792,1
8,0,35,2382,47,2.681000837596617,26,3998,1
8,2,83,3989,45,1.1158576949284216,11,1757,1
4,1,191,341,50,3.8854751432856216,37,201,1
4,4,102,3662,59,4.008580311977347,22,4313,1
2,1,195,1470,69,3.941528224391808,10,844,1
7,3,229,2855,15,1.273018496543532,16,4850,1
8,4,37,3698,60,4.048506187950013,47,4560,1
5,2,155,1858,32,3.0556218560781163,3,3057,1
7,4,268,2827,59,3.0629180894723804,21,2720,1
6,0,63,2573,62,2.8780247612882066,40,2098,1
9,0,295,1995,33,1.9016618660465783,13,512,1
4,2,298,4089,1,2.797509364305723,45,4378,1
4,0,111,3638,13,2.848049210535812,9,1069,0
7,1,235,3077,5,2.729413534303522,15,4447,1
3,2,38,2384,3,2.950989295681678,16,355,1
8,1,128,1002,27,1.8933508695877754,20,1825,1
9,4,271,2353,34,1.403379065717103,1,2088,1
1,1,252,3260,24,3.2384543577789526,33,1837,1
7,3,184,3827,68,2.6177236759201894,7,3617,1
2,1,278,1173,35,3.7002885505061545,22,2208,1
4,1,258,3889,49,1.8617730106860493,47,1149,1
9,2,42,3787,1,3.5132511425684805,10,1704,1
3,1,55,3103,58,1.933121097464146,31,183,1
6,3,203,1130,24,1.3344016050050116,47,3970,1
2,4,137,2628,33,1.9750190426161822,9,2907,1
8,4,173,4265,39,1.6674656050152805,40,205,1
6,1,160,3303,38,3.2886267868143024,6,2238,1
3,2,60,722,27,2.4137201036935645,39,1881,1
1,3,140,1134,16,3.9813662074029534,30,656,1
5,0,260,4156,34,2.021358174060086,10,4110,1
5,3,287,412,12,4.401921693838753,13,1502,1
3,0,166,4934,49,3.1809037636534545,19,2918,1
3,2,254,3433,2,1.4359837602579444,8,3059,1
1,0,133,1627,26,4.267463055590002,30,1081,1
5,3,289,4313,48,1.3995209280758618,33,4879,1
5,3,230,4763,52,4.110811440632768,46,3773,1
8,0,70,4920,24,4.493535895833194,35,2154,0
5,1,207,170,29,1.2805240727812444,37,4311,1
6,1,151,3225,53,3.955885612952953,12,2418,1
7,3,170,4678,18,2.4594360125874486,9,4895,1
2,3,219,397,44,2.812612304415104,18,2188,1
9,4,54,1639,0,4.376327360236308,16,1818,1
2,3,20,3523,0,3.589384571179098,20,2538,1
2,4,200,137,54,1.614696735790894,2,1391,1
7,4,285,1491,43,4.671475227609449,16,3226,1
3,1,72,523,41,3.4309336271515325,15,2850,1
7,4,63,2621,62,2.6945008654593927,17,160,1
1,2,15,4214,58,4.535385472826912,16,179,1
3,2,268,4977,59,3.083135203799665,26,1917,1
1,2,37,1913,1,1.844655910200304,15,3227,1
6,0,63,2062,61,4.183766201916015,30,1303,1
1,3,166,354,31,2.6021451052464055,32,4241,1
1,3,156,4434,47,4.056724092378369,26,4232,1
1,3,190,2533,59,1.3146905805684672,40,2183,1
6,1,217,1193,30,3.7874266214985126,33,3877,1
8,1,153,1835,0,4.937563617308831,33,891,1
3,3,130,4449,8,1.8614008185882023,30,3702,1
4,1,247,645,63,4.847452526656811,13,983,1
7,1,203,4301,9,3.326098933201952,15,3959,1
5,4,46,1426,5,1.4146402540335372,12,2998,1
8,0,143,2753,34,3.938700936920856,27,2972,1
5,4,56,101,28,1.361144346434083,43,1006,1
3,2,265,767,54,3.412586195539129,21,4441,1
5,0,245,4356,65,3.1868753501192866,20,2695,1
8,3,204,3848,21,2.094423399320554,12,3723,1
7,1,58,3407,47,1.2549543827846894,2,2819,1
3,0,156,3414,30,1.0571444052979109,5,2008,1
5,0,95,952,6,4.230562414076182,21,776,0
7,0,286,1780,2,3.7828104405562195,44,1391,1
5,1,286,151,10,2.668520773115981,17,100,1
1,3,94,4366,0,2.3714419573577845,33,899,1
6,3,246,1168,27,3.2159397896401223,8,4702,1
5,1,94,3452,39,1.30371486712327,27,1395,1
8,3,63,191,67,4.185502009281008,13,577,1
3,1,206,415,52,4.258338145913056,12,3360,1
4,4,213,927,9,3.733793092828701,33,778,1
9,3,227,1660,69,1.1799614157951184,27,3182,1
1,0,44,1592,56,1.4099599473801647,28,1642,1
3,4,53,1469,37,4.335674852327859,15,1197,1
8,3,221,4244,69,4.177181716324419,7,4913,1
3,0,254,2565,18,2.6830638406942167,3,2598,1
4,1,172,3883,67,4.873197759647835,40,2569,1
2,3,224,3062,0,4.749864913636661,24,1168,1
3,2,244,1185,8,3.0558696434402886,33,818,1
3,0,60,672,36,2.313358346221594,48,3026,1
9,0,62,1844,1,1.3732559796425772,27,1685,0
4,0,49,349,0,4.657875003197271,31,2757,0
3,0,289,2840,18,2.961133267130015,43,3743,1
5,2,73,138,49,4.100880423845666,30,1860,1
8,1,238,3192,40,3.6023884832483395,12,1733,1
2,1,77,653,23,4.638087801389048,5,3701,0
3,4,285,1692,4,2.8792960773374685,1,4869,1
1,2,110,3256,52,1.3884894050714784,30,3318,1
9,4,220,4419,39,4.546180967811527,43,1788,1
4,3,270,3543,53,2.1292189422098575,11,1675,1
8,1,69,4787,25,2.8454280504363676,35,1555,0
2,0,278,4453,11,3.5872797838499793,16,1720,1
6,2,121,2194,37,2.4741168218330047,47,2434,1
3,0,70,505,29,4.538554995757527,11,3971,0
4,2,70,2951,4,4.372326687643232,1,2483,1
7,4,247,4523,67,3.15534855022324,40,3707,1
7,4,215,3739,5,3.140174884499426,26,3487,1
6,3,228,4547,5,1.1354113486617,8,2446,1
9,0,170,2754,59,4.595977356698204,12,3946,1
6,1,235,4946,26,1.427943448959474,48,1102,1
3,0,218,902,56,4.3202253704318565,15,3046,1
8,0,230,3076,39,2.6239665348938317,3,2015,1
8,4,250,3581,42,2.7344132783367923,36,4829,1
7,0,110,1217,4,3.3025554372076305,16,2454,0
1,0,136,1425,7,2.2028862343316016,32,4186,1
7,0,146,560,52,4.2196434579977335,27,3200,1
8,4,168,3628,27,3.6584965236050784,9,2660,1
9,0,140,2816,61,3.3972560769572833,46,748,1
1,4,227,4657,65,4.754727502941565,28,3010,1
5,1,33,389,37,4.400554791043559,33,1965,1
8,3,62,620,21,4.615687258762662,49,1196,1
5,0,290,3718,45,1.1070576817176958,10,2797,1
9,2,34,661,64,2.0604564720683296,19,4505,1
6,0,113,4021,45,3.1370823152842386,37,386,1
4,2,59,3497,23,4.662012805629843,40,874,1
5,1,144,4883,40,1.928797435717157,8,898,1
8,0,239,3433,2,3.8754033359525266,20,668,1
9,0,35,2076,60,1.793897191985911,7,4265,1
7,2,171,3356,8,3.858207917996896,38,812,1
2,4,187,574,46,2.6997705863131514,40,2559,1
4,1,35,2545,43,2.3199562913090035,27,1464,1
5,0,170,256,50,3.53266793626906,49,1949,1
3,0,134,3537,33,2.6750617258141873,23,853,1
4,1,279,3036,21,4.4002383322889,38,3380,1
4,4,197,4982,69,1.8022018271518236,1,532,1
6,0,271,250,7,3.8162899164288113,30,3060,1
4,2,49,4455,13,2.7309498567117787,40,324,1
1,3,196,2505,38,4.597915752296824,21,3994,1
8,4,43,3313,9,4.430217301040193,37,2121,1
